53,1005023,"[1006631, 1010402, 1044918, 1050044, 1072736, 1072738, 1080708, 1086517, 1131375]"
54,1005239,"[1003838, 1004622, 1025903, 1026784, 1041230, 1041558, 1043652, 1045529, 1045811, 1046562, 1046570, 1047585, 1055933, 1067979, 1095728, 1095844]"
55,1005293,"[1006631, 1044909, 1046191, 1072675, 1114553, 1128702]"
56,1005445,"[1001726, 1002385, 1010402, 1014439, 1044909, 1045166, 1054968, 1072675, 1081914, 1090247, 1095970, 1098195, 1108697, 1114553, 1135275, 1139529]"
57,1005462,"[1004622, 1010402, 1011895, 1032844, 1045166, 1114553]"
58,1005484,"[1003838, 1015768, 1016888, 1017448, 1021144, 1023480, 1023543, 1027436, 1030144, 1043767, 1044975, 1045582, 1060230, 1064275, 1066287, 1067483, 1067816, 1071712, 1082116, 1088214, 1089598, 1091528, 1117349, 1128554, 1131691, 1139458]"
59,1005490,"[1010402, 1072675, 1083995, 1108697, 1114553]"
60,1005514,"[1004622, 1010402, 1046191, 1108697, 1111217]"
61,1005544,"[1001365, 1020045, 1058384, 1065449, 1086517, 1108697, 1118765, 1121038]"
62,1005560,"[1010402, 1027436, 1044975, 1099892, 1131726]"
63,1005607,"[1064275, 1072738, 1111217, 1112324, 1114553, 1121038]"
64,1005662,"[1010402, 1051421, 1054968, 1104685, 1122860]"
65,1005670,"[1006631, 1038725, 1058707, 1063756, 1071797, 1079278, 1098880, 1108697, 1109532, 1131375]"
66,1005684,"[1010402, 1014497, 1043874, 1086517, 1098880, 1104526]"
67,1005810,"[1006631, 1072736, 1098880, 1108697, 1109083, 1121038]"
68,1005855,"[1030064, 1044975, 1045242, 1070428, 1077599, 1086517, 1108697, 1121038, 1127689]"
69,1005959,"[1010402, 1046803, 1099274, 1111354, 1111394]"
70,1005984,"[1006254, 1030144, 1061555, 1077668, 1081943, 1119919]"
71,1006020,"[1044909, 1046452, 1081914, 1086517, 1111217]"
72,1006068,"[1002444, 1027366, 1029676, 1047296, 1048284, 1059261, 1068963, 1070288, 1079128, 1080691, 1081190, 1092098, 1108346, 1108697, 1109220, 1118765]"
73,1006132,"[1004622, 1010402, 1024055, 1072738, 1088214, 1095728, 1103177, 1108697, 1139529]"
74,1006254,"[1010402, 1030144, 1042288, 1045166, 1056617, 1061368, 1079057, 1088615, 1102709, 1119919]"
75,1006336,"[1007971, 1010402, 1014439, 1025952, 1034122, 1072738, 1079057, 1086517, 1103677, 1108697, 1138744]"
76,1006394,"[1003838, 1010402, 1037846, 1067452, 1072737, 1072738, 1139529]"
77,1006549,"[1032844, 1044909, 1072675, 1086517, 1087325, 1108697]"
78,1006611,"[1008195, 1010402, 1040084, 1072738, 1095970, 1108697, 1128702]"
79,1006614,"[1049250, 1057977, 1072891, 1079611, 1090533]"
80,1006631,"[1045687, 1057977, 1072737, 1072738, 1086517, 1090723, 1098880, 1108697, 1116446, 1123376]"
81,1006713,"[1004622, 1023543, 1024055, 1044909, 1054968, 1059461, 1091528]"
82,1006801,"[1001726, 1044909, 1072675, 1081914, 1086517, 1114553]"
83,1006953,"[1003838, 1023543, 1044909, 1077599, 1079057, 1098880, 1108697]"
84,1006958,"[1004622, 1010402, 1012969, 1027490, 1044909, 1044975, 1054968, 1063756, 1067979, 1072695, 1072738, 1086517, 1095970, 1099892]"
85,1006980,"[1044918, 1077599, 1078950, 1082297, 1098880]"
86,1006983,"[1006631, 1007662, 1042086, 1044981, 1061407, 1091754]"
87,1007096,"[1008867, 1014624, 1058723, 1102227, 1104909, 1108697, 1116179]"
88,1007290,"[1000512, 1001365, 1004622, 1006355, 1006824, 1010402, 1022723, 1024155, 1030144, 1032844, 1034122, 1043874, 1045166, 1045908, 1055699, 1059461, 1060571, 1062993, 1065733, 1068519, 1072724, 1080710, 1081262, 1081943, 1085171, 1090891, 1093960, 1095728, 1108697, 1109662, 1114645, 1122860, 1127780]"
89,1007349,"[1001726, 1032844, 1081914, 1088214, 1095728, 1109662]"
90,1007480,"[1004622, 1006824, 1023543, 1024055, 1028564, 1043874, 1044975, 1045582, 1046452, 1047585, 1048438, 1052381, 1054968, 1064275, 1072738, 1080847, 1086517, 1091528, 1095970, 1108697, 1116446, 1138574]"
91,1007557,"[1025952, 1037404, 1098880, 1107800, 1109293, 1137554, 1139529]"
92,1007598,"[1004622, 1006631, 1010402, 1032844, 1045166, 1045687, 1072737, 1114553, 1131691]"
93,1007636,"[1000543, 1010402, 1043874, 1044909, 1072695, 1121038]"
94,1007652,"[1002251, 1010402, 1044909, 1081914, 1109662]"
95,1007662,"[1006983, 1042086, 1044981, 1061407, 1086517, 1091754]"
96,1007823,"[1010402, 1039343, 1045908, 1073177, 1110800, 1137274]"
97,1007945,"[1049250, 1057977, 1072891, 1079611, 1090533]"
98,1007957,"[1010402, 1017423, 1057937, 1087325, 1095728, 1125138]"
99,1007963,"[1014439, 1023480, 1024055, 1044975, 1045242, 1047171, 1054968, 1057786, 1057806, 1059461, 1067816, 1070428, 1076640, 1082297, 1089822, 1091528, 1093137, 1098195, 1105498, 1122111]"
100,1007971,"[1054844, 1071058, 1088431, 1093960, 1118765]"
101,1007989,"[1041230, 1054968, 1064167, 1072737, 1072738, 1095970, 1104526]"
102,1008033,"[1006893, 1014814, 1017782, 1032844, 1038034, 1063021, 1065283, 1079288, 1080696, 1084855, 1085400, 1088503, 1088615, 1100559, 1104909, 1129256, 1130405, 1130596, 1139227]"
103,1008111,"[1010402, 1072736, 1072738, 1077599, 1098880, 1108697, 1111217, 1121038]"
104,1008314,"[1023480, 1024055, 1039125, 1057786, 1064275, 1077599, 1098880, 1111283, 1128939]"
105,1008387,"[1010402, 1045789, 1072738, 1089448, 1093137, 1109293]"
106,1008422,"[1006824, 1008729, 1010402, 1027941, 1030144, 1032844, 1045582, 1046452, 1058384, 1061763, 1064275, 1068519, 1072776, 1075625, 1077599, 1090247, 1099774, 1119919]"
107,1008460,"[1001365, 1044918, 1045687, 1047171, 1059613, 1061695, 1067724, 1077599, 1078950, 1079057, 1082297, 1089733, 1090247, 1095728, 1098195, 1108697, 1128964]"
108,1008468,"[1027490, 1035122, 1044918, 1082297, 1093960, 1095728]"
109,1008473,"[1003521, 1010402, 1038725, 1044909, 1045564, 1129700]"
110,1008541,"[1001365, 1004622, 1010402, 1044909, 1060230, 1066051, 1091528, 1093960, 1095970, 1108697, 1126437, 1139720]"
111,1008568,"[1010402, 1023543, 1024055, 1044975, 1054968, 1059461, 1067979, 1091528, 1111217]"
112,1008621,"[1000351, 1009719, 1010402, 1020067, 1024055, 1051725, 1052381, 1066287, 1072738, 1079611, 1116113, 1120051]"
113,1008683,"[1001365, 1077599, 1082297, 1086517, 1098880, 1118765]"
114,1008696,"[1024055, 1039544, 1045242, 1047171, 1057786, 1057806, 1078950, 1082297, 1090247, 1098880, 1108697, 1118765]"
115,1008705,"[1010402, 1045687, 1072737, 1078950, 1082297, 1095728, 1114553, 1122860]"
116,1008706,"[1008773, 1010402, 1055885, 1072872, 1078310, 1082184]"
117,1008836,"[1001726, 1010402, 1037828, 1044909, 1044918, 1072675, 1072737, 1077599, 1081914, 1082297, 1086517, 1109083, 1114553, 1116446, 1133198, 1139529]"
118,1008867,"[1043797, 1057986, 1061961, 1066771, 1098054, 1133701, 1135639]"
119,1008951,"[1001726, 1003838, 1003976, 1010971, 1044909, 1072675, 1108697]"
120,1008973,"[1010402, 1019539, 1021044, 1023983, 1032844, 1043874, 1044909, 1045687, 1045811, 1063516, 1072675, 1072738, 1073857, 1080640, 1086517, 1087325, 1099774, 1108697, 1114553, 1119919, 1139529]"
121,1009014,"[1044975, 1048899, 1066339, 1072738, 1088214, 1089771, 1095970]"
122,1009041,"[1006631, 1010402, 1032844, 1058384, 1061555, 1066051, 1068374, 1082297, 1087325, 1089733, 1098880, 1105957, 1117349, 1121038]"
123,1009384,"[1004622, 1010402, 1032844, 1044909, 1047585, 1072737, 1072738, 1081914, 1088214, 1114553]"
124,1009442,"[1001726, 1043874, 1044909, 1068437, 1070428, 1072675, 1072737, 1081914, 1088214]"
125,1009465,"[1003838, 1004622, 1087325, 1093585, 1139458]"
126,1009631,"[1003838, 1004622, 1045811, 1095844, 1111217]"
127,1009818,"[1006824, 1054968, 1057245, 1057806, 1064275, 1078950, 1079057, 1086517, 1095721, 1121038, 1122860, 1124740, 1126437]"
128,1009980,"[1003838, 1010402, 1037404, 1099774, 1111217]"
129,1010009,"[1049250, 1057977, 1072891, 1079611, 1090533]"
130,1010089,"[1003838, 1024055, 1044975, 1059461, 1060230, 1098880]"
131,1010177,"[1001349, 1036140, 1063021, 1108538, 1130031]"
132,1010204,"[1002651, 1014497, 1024055, 1086988, 1087325]"
133,1010217,"[1079057, 1080708, 1086517, 1108697, 1128964]"
134,1010428,"[1056521, 1065109, 1073316, 1086517, 1101280, 1129684]"
135,1010460,"[1010402, 1016888, 1046741, 1067816, 1071712, 1081888, 1089771, 1091528, 1098880, 1114645, 1117349, 1139458]"
136,1010467,"[1001365, 1032844, 1045582, 1067979, 1068519, 1077599, 1082297, 1127689]"
137,1010585,"[1010402, 1039714, 1060230, 1064520, 1072738, 1095970, 1108697, 1111566, 1130596]"
138,1010793,"[1010402, 1036998, 1095970, 1104767, 1108697, 1111217]"
139,1010829,"[1009778, 1010402, 1015768, 1020151, 1027887, 1047994, 1072927, 1081651, 1082708, 1083046, 1118754, 1123376]"
140,1010830,"[1024055, 1047585, 1072738, 1090809, 1126865]"
141,1010852,"[1032844, 1064167, 1065449, 1068519, 1078950, 1079057, 1108697, 1118765]"
142,1010897,"[1010402, 1040084, 1057786, 1072737, 1072738, 1099892, 1107104, 1108346, 1116804]"
143,1010971,"[1010402, 1014624, 1048114, 1068429, 1082183]"
144,1011002,"[1001726, 1010402, 1044909, 1062993, 1072738, 1081914, 1086517]"
145,1011052,"[1020958, 1025194, 1036449, 1048094, 1123656]"
146,1011081,"[1006631, 1015350, 1044909, 1045687, 1072737, 1081914, 1082297, 1086517, 1114553]"
147,1011153,"[1010402, 1032844, 1045166, 1088214, 1105957]"
148,1011160,"[1002651, 1003838, 1014497, 1035794, 1047585, 1049392, 1072849, 1086988, 1087325, 1099892, 1112376]"
149,1011169,"[1024562, 1065375, 1067526, 1069000, 1069232, 1108454, 1116265]"
150,1011257,"[1032844, 1043874, 1044909, 1044918, 1068374, 1072738, 1079057, 1081943, 1082297, 1083608, 1086517]"
151,1011300,"[1001726, 1002651, 1007775, 1010402, 1014497, 1015457, 1016024, 1025903, 1026784, 1044909, 1048899, 1072675, 1072738, 1081914, 1087325, 1098880, 1117349]"
152,1011400,"[1010402, 1014439, 1015768, 1023480, 1032844, 1039544, 1043874, 1045908, 1067979, 1068519, 1078950, 1081262, 1081943, 1088431, 1090247, 1095728, 1095970, 1098195, 1109551, 1111217, 1121182, 1127780, 1137428]"
153,1011455,"[1002875, 1026618, 1026689, 1035322, 1044840, 1065839, 1083883, 1095297, 1108697, 1112449]"
154,1011472,"[1010402, 1025620, 1037828, 1077668, 1080640, 1081262, 1083608, 1095728]"
155,1011589,"[1064275, 1072738, 1080847, 1095721, 1133115]"
156,1011592,"[1072736, 1072737, 1072738, 1082183, 1086517, 1090723, 1104526, 1108697, 1109083, 1118434, 1121038]"
157,1011624,"[1003838, 1065130, 1072738, 1105957, 1111217]"
158,1011663,"[1006631, 1010402, 1044918, 1082297, 1086517, 1116446]"
159,1011793,"[1004622, 1010402, 1010725, 1016888, 1020045, 1023543, 1024055, 1044918, 1044975, 1045242, 1052381, 1054968, 1059461, 1067816, 1067979, 1068374, 1071712, 1074120, 1077599, 1079057, 1091528, 1094099, 1095970, 1098880, 1108697, 1114553, 1117349, 1119919, 1121814, 1139458]"
160,1011836,"[1003838, 1014624, 1016888, 1017923, 1025903, 1026784, 1030144, 1031039, 1032844, 1035122, 1043874, 1045166, 1046191, 1057796, 1060230, 1066097, 1067816, 1071712, 1072740, 1080640, 1088431, 1089733, 1091298, 1091528, 1116989, 1117349, 1139458]"
161,1011895,"[1005462, 1018042, 1061409, 1069800, 1081262, 1129700]"
162,1011910,"[1004622, 1006631, 1010402, 1016024, 1032844, 1045687, 1068519, 1072737, 1072738, 1086517, 1108697, 1114553, 1127780]"
163,1011936,"[1032844, 1043874, 1046191, 1057796, 1088431]"
164,1012075,"[1016888, 1047171, 1070428, 1072735, 1095235, 1095844]"
165,1012117,"[1023543, 1072738, 1086517, 1091528, 1095970]"
166,1012194,"[1010402, 1032844, 1083634, 1095970, 1122860, 1137554]"
167,1012209,"[1010402, 1043874, 1044909, 1072675, 1086517, 1108697]"
168,1012336,"[1006631, 1058707, 1059405, 1066339, 1071797, 1123376]"
169,1012347,"[1010402, 1039544, 1072738, 1088234, 1122860]"
170,1012496,"[1014439, 1043933, 1082297, 1086517, 1095728, 1098195, 1104526, 1128964]"
171,1012628,"[1010402, 1032844, 1072738, 1082297, 1110538]"
172,1012836,"[1010402, 1016004, 1070010, 1072738, 1108697]"
173,1012841,"[1013453, 1056402, 1098954, 1132511, 1137607]"
174,1013000,"[1006631, 1010402, 1016024, 1032844, 1044909, 1045687, 1072737, 1081914, 1086517, 1114553]"
175,1013015,"[1003838, 1004622, 1025903, 1026784, 1032844, 1035122, 1043652, 1043874, 1045811, 1046570, 1047585, 1068519, 1095844, 1111217]"
176,1013085,"[1010402, 1032844, 1044909, 1081914, 1108697, 1109083]"
177,1013123,"[1006824, 1054968, 1062432, 1064275, 1095970, 1114207, 1119395]"
178,1013243,"[1021144, 1043933, 1047171, 1072675, 1072695, 1082297, 1086517, 1089771, 1095728, 1098195, 1104526]"
179,1013290,"[1004622, 1010402, 1032844, 1043874, 1046191, 1057796, 1059423]"
180,1013320,"[1004622, 1015032, 1023543, 1027436, 1044975, 1054968, 1059461, 1091528]"
181,1013360,"[1004622, 1010402, 1023532, 1046452, 1072675, 1099774, 1111217, 1128210, 1137554]"
182,1013519,"[1001726, 1002651, 1010402, 1052381, 1072738, 1081914, 1083608, 1095235, 1131726]"
183,1013674,"[1006631, 1046191, 1086517, 1108697, 1114553, 1128702]"
184,1013681,"[1004622, 1014439, 1038063, 1039544, 1043874, 1044909, 1059423, 1068374, 1072695, 1072738, 1077599, 1078950, 1090247, 1108697]"
185,1013800,"[1010402, 1044975, 1048899, 1057806, 1058168, 1064454, 1080847, 1086517, 1095970, 1097202, 1098880]"
186,1013876,"[1006631, 1010402, 1032844, 1044909, 1046452, 1064275, 1072737, 1072738, 1081914, 1121814, 1137223]"
187,1013984,"[1001726, 1010402, 1044909, 1072738, 1081914, 1114553]"
188,1014042,"[1003838, 1004622, 1043652, 1045811, 1047585, 1072738]"
189,1014076,"[1010402, 1045908, 1072675, 1127780, 1135495]"
190,1014139,"[1009585, 1026689, 1049151, 1059007, 1059152, 1071970, 1083420]"
191,1014172,"[1001365, 1010402, 1014439, 1029676, 1046040, 1058723, 1064511, 1072740, 1073506, 1108697, 1114553]"
192,1014176,"[1003838, 1004622, 1023543, 1025903, 1047585, 1048899, 1052381, 1088214, 1089771, 1108883, 1117349]"
193,1014397,"[1003838, 1004622, 1025903, 1026784, 1027490, 1035122, 1045811, 1046570, 1046611, 1047585, 1066339, 1067816, 1068575, 1088214, 1095844]"
194,1014446,"[1010402, 1011592, 1070428, 1072675, 1082184, 1121038, 1123617, 1139529]"
195,1014495,"[1001726, 1003838, 1004622, 1010402, 1023543, 1024055, 1032844, 1043652, 1044909, 1044918, 1044975, 1045811, 1047585, 1052381, 1054968, 1059461, 1065476, 1068519, 1072675, 1072738, 1077599, 1078950, 1080708, 1082297, 1086517, 1089598, 1091528, 1095970, 1098880, 1108697, 1121038, 1132512]"
196,1014552,"[1010402, 1023804, 1044975, 1086517, 1088214, 1095970, 1108871, 1133398]"
197,1014617,"[1003838, 1004622, 1043652, 1045582, 1045811, 1046026, 1047585, 1064275, 1095844, 1124740]"
198,1014677,"[1002875, 1014569, 1016352, 1017157, 1019661, 1102154, 1118903]"
199,1014735,"[1010402, 1044909, 1065130, 1081262, 1098880, 1108697, 1121515]"
200,1014754,"[1045166, 1072737, 1086517, 1095728, 1137554]"
201,1014802,"[1001365, 1010402, 1030144, 1077599, 1081943, 1098880]"
202,1014824,"[1010402, 1032844, 1037404, 1058384, 1071800, 1139529]"
203,1015185,"[1020045, 1045811, 1065449, 1078225, 1079057, 1083733, 1099467]"
204,1015198,"[1003838, 1004622, 1027490, 1047585, 1087325]"
205,1015199,"[1002651, 1016024, 1035794, 1048899, 1049392, 1054968, 1072849, 1075963, 1086988, 1089771, 1099892, 1112376]"
206,1015289,"[1045582, 1045811, 1058168, 1072738, 1072776, 1080847, 1086517, 1095970, 1108883]"
207,1015526,"[1010402, 1024055, 1032844, 1045166, 1045242, 1052273, 1061555, 1067979, 1070428, 1072738, 1078950, 1082297, 1105957, 1108697, 1111517, 1117362]"
208,1015634,"[1009442, 1014677, 1023480, 1064782, 1066287, 1095970, 1098880, 1105275, 1109293, 1114042]"
209,1015680,"[1010402, 1044909, 1063059, 1074283, 1080616, 1081140, 1086517, 1095970, 1108697]"
210,1015819,"[1006631, 1016888, 1072695, 1086517, 1116446]"
211,1015972,"[1004622, 1023543, 1044975, 1054968, 1059461, 1091528]"
212,1016025,"[1008033, 1010402, 1024055, 1044918, 1052381, 1057796, 1072695, 1095970]"
213,1016048,"[1010402, 1032844, 1067724, 1068519, 1077599, 1086517, 1109083, 1118765]"
214,1016212,"[1049250, 1057977, 1072891, 1079611, 1090533]"
215,1016309,"[1010402, 1027490, 1035122, 1046611, 1068575, 1105957, 1108697]"
216,1016313,"[1001365, 1023060, 1034283, 1039544, 1090247]"
217,1016356,"[1010402, 1086517, 1098880, 1111217, 1116446, 1121038]"
218,1016378,"[1006631, 1051725, 1080691, 1094503, 1120051, 1137428]"
219,1016381,"[1006631, 1008033, 1044909, 1072675, 1072737, 1072738, 1078950, 1114553]"
220,1016434,"[1000512, 1004622, 1006631, 1010402, 1037404, 1052381, 1054968, 1072738, 1095235, 1111217, 1121038, 1127689, 1131726]"
221,1016458,"[1004622, 1023543, 1044975, 1054968, 1059461, 1091528]"
222,1016534,"[1004622, 1045582, 1072695, 1081262, 1086988, 1095721, 1112602, 1118490]"
223,1016620,"[1014439, 1039544, 1044918, 1046191, 1077599, 1081943, 1088615, 1090247, 1097636, 1099774, 1119919]"
224,1016664,"[1004622, 1006631, 1010402, 1086517, 1116446]"
225,1016710,"[1000557, 1013892, 1049250, 1057977, 1058168, 1070376, 1072891, 1076718, 1079611, 1090533, 1098880, 1128812, 1133706, 1136505]"
226,1016866,"[1043874, 1044909, 1045811, 1072675, 1072738, 1086517, 1115044]"
227,1016997,"[1003838, 1014497, 1045072, 1045811, 1087325]"
228,1017114,"[1010402, 1063590, 1072738, 1077599, 1104909]"
229,1017193,"[1004622, 1049392, 1063059, 1099892, 1131691]"
230,1017341,"[1049250, 1057977, 1072891, 1079611, 1090533]"
231,1017353,"[1000497, 1004622, 1006631, 1032571, 1034122, 1045293, 1070564, 1078950, 1079393, 1095970, 1108697]"
232,1017400,"[1004622, 1057977, 1058168, 1072776, 1087287, 1098880]"
233,1017570,"[1006631, 1036781, 1042288, 1044918, 1058168, 1066051, 1072695, 1078950, 1086517, 1110640, 1116446, 1121038, 1139529]"
234,1017577,"[1040084, 1049250, 1057977, 1072891, 1079611, 1090533]"
235,1017618,"[1006631, 1008337, 1023543, 1032844, 1034122, 1044909, 1054968, 1058424, 1072675, 1095350, 1095970, 1098880, 1121038]"
236,1017657,"[1010402, 1058384, 1086517, 1108697, 1109083, 1121038]"
237,1017733,"[1010402, 1044918, 1077599, 1082297, 1098880]"
238,1017782,"[1044538, 1063477, 1096938, 1110090, 1116692]"
239,1017789,"[1001365, 1045582, 1086517, 1118490, 1118765, 1128964]"
240,1017810,"[1044909, 1063059, 1072675, 1086517, 1108697]"
241,1017830,"[1004622, 1010402, 1045271, 1046040, 1077668, 1081943, 1104909, 1108697, 1133198, 1139529]"
242,1017897,"[1006631, 1013804, 1025952, 1069460, 1078896, 1086517, 1094099, 1107800, 1108697, 1109083, 1109293, 1114553, 1117262, 1117362, 1117844, 1121038, 1122860, 1128964, 1137554, 1139529]"
243,1017965,"[1022723, 1032844, 1059423, 1062993, 1065733, 1068519, 1072724, 1088431, 1100507, 1112798, 1122860, 1127780]"
244,1017986,"[1000512, 1010402, 1041125, 1083015, 1100559, 1103229]"
245,1018069,"[1021144, 1025903, 1026784, 1046570, 1086517]"
246,1018445,"[1001365, 1001726, 1002568, 1009342, 1010402, 1016469, 1042288, 1044909, 1044975, 1072675, 1072737, 1072738, 1079056, 1081914, 1095970, 1098195, 1108697, 1121038, 1128964, 1136468]"
247,1018593,"[1006824, 1062746, 1063021, 1064275, 1066203, 1077599, 1093960]"
248,1018599,"[1010402, 1072736, 1072738, 1109083, 1117362]"
249,1018865,"[1010402, 1074120, 1079057, 1082297, 1108346]"
250,1018940,"[1033153, 1057977, 1098541, 1115439, 1123376, 1131637]"
251,1018953,"[1010402, 1011693, 1032844, 1086517, 1123376]"
252,1019000,"[1003838, 1004622, 1010402, 1047585, 1108697]"
253,1019066,"[1038856, 1041230, 1063059, 1072738, 1077599, 1079057, 1081262, 1108697, 1112959, 1116446]"
254,1019136,"[1010402, 1032844, 1059423, 1068519, 1083608, 1088431, 1139529]"
255,1019293,"[1002651, 1027490, 1035122, 1046611, 1068575, 1099892, 1108866]"
256,1019391,"[1045166, 1064275, 1078950, 1088214, 1105957]"
257,1019505,"[1003838, 1004622, 1043652, 1045811, 1047585, 1095844]"
258,1019539,"[1010402, 1014624, 1022379, 1032844, 1068519, 1073754]"
259,1019749,"[1010402, 1072863, 1109662, 1137554, 1139529]"
260,1019755,"[1010402, 1016469, 1044888, 1084141, 1096999, 1105957]"
261,1019773,"[1002651, 1003838, 1010402, 1025903, 1026784, 1027490, 1035122, 1052381, 1066339, 1067979, 1068575, 1070428, 1072737, 1072738, 1086517, 1088214, 1091759, 1095235, 1095406, 1105957, 1111217, 1112324, 1114553, 1116446, 1121814, 1139529]"
262,1019887,"[1001467, 1005213, 1005670, 1069392, 1098541, 1098880, 1115439]"
263,1020007,"[1045582, 1064275, 1067979, 1072737, 1072738, 1074868, 1082247, 1098880, 1111217, 1127689]"
264,1020045,"[1034122, 1058384, 1070564, 1077599, 1079393, 1086517]"
265,1020084,"[1003838, 1004622, 1045811, 1047585, 1095844]"
