0,1000336,"[1001726, 1006631, 1010402, 1013804, 1025952, 1032844, 1036292, 1037828, 1043874, 1044909]"
1,1000351,"[1010402, 1029746, 1029906, 1035565, 1035621, 1038633, 1044757, 1046477, 1058769, 1061612]"
2,1001858,"[1004622, 1006355, 1006824, 1008195, 1023543, 1024055, 1024071, 1044975, 1045582, 1064275]"
3,1005239,"[1003838, 1004622, 1025903, 1026784, 1041230, 1041558, 1043652, 1045529, 1045811, 1046562, 1046570, 1047585, 1055933]"
4,1005484,"[1003838, 1015768, 1016888, 1017448, 1021144, 1023480, 1023543, 1027436, 1030144, 1043767, 1044975, 1045582, 1060230, 1064275, 1066287, 1067483, 1067816]"
5,1007290,"[1000512, 1001365, 1004622, 1006355, 1006824, 1010402, 1022723, 1024155, 1030144, 1032844, 1034122, 1043874, 1045166, 1045908, 1055699, 1059461, 1060571, 1062993, 1065733]"
6,1007480,"[1004622, 1006824, 1023543, 1024055, 1028564, 1043874, 1044975, 1045582, 1046452, 1047585, 1048438, 1052381, 1054968, 1064275]"
7,1007963,"[1014439, 1023480, 1024055, 1044975, 1045242, 1047171, 1054968, 1057786, 1057806, 1059461, 1067816]"
8,1008422,"[1006824, 1008729, 1010402, 1027941, 1030144, 1032844, 1045582, 1046452, 1058384, 1061763, 1064275]"
9,1008973,"[1010402, 1019539, 1021044, 1023983, 1032844, 1043874, 1044909, 1045687, 1045811, 1063516]"
10,1011300,"[1001726, 1002651, 1007775, 1010402, 1014497, 1015457, 1016024, 1025903, 1026784, 1044909, 1048899]"
11,1011793,"[1004622, 1010402, 1010725, 1016888, 1020045, 1023543, 1024055, 1044918, 1044975, 1045242, 1052381, 1054968, 1059461, 1067816]"
12,1011836,"[1003838, 1014624, 1016888, 1017923, 1025903, 1026784, 1030144, 1031039, 1032844, 1035122, 1043874, 1045166, 1046191, 1057796, 1060230, 1066097, 1067816]"
13,1013015,"[1003838, 1004622, 1025903, 1026784, 1032844, 1035122, 1043652, 1043874, 1045811, 1046570, 1047585]"
14,1014397,"[1003838, 1004622, 1025903, 1026784, 1027490, 1035122, 1045811, 1046570, 1046611, 1047585, 1066339, 1067816]"
15,1014495,"[1001726, 1003838, 1004622, 1010402, 1023543, 1024055, 1032844, 1043652, 1044909, 1044918, 1044975, 1045811, 1047585, 1052381, 1054968, 1059461, 1065476]"
16,1020114,"[1006355, 1010402, 1032844, 1043874, 1045908, 1046191, 1055699, 1057796, 1059423, 1062993]"
17,1024448,"[1004622, 1022887, 1023543, 1027490, 1036998, 1037828, 1044918, 1044975, 1045811, 1046191, 1054968, 1065130]"
18,1024656,"[1004622, 1010402, 1016469, 1023543, 1024055, 1042288, 1044909, 1044975, 1054844, 1054968, 1065805]"
19,1025127,"[1001726, 1003838, 1004622, 1006824, 1008195, 1010402, 1025903, 1026784, 1027490, 1035122, 1045811, 1047585, 1052381, 1064275]"
20,1026995,"[1004622, 1007437, 1010402, 1016008, 1016162, 1020533, 1023543, 1024055, 1044975, 1054968, 1057806, 1057977, 1058168, 1059423, 1064454]"
21,1031116,"[1004622, 1010402, 1023543, 1024055, 1040084, 1044975, 1054968, 1058009, 1060230, 1066771]"
22,1031654,"[1010402, 1016888, 1023186, 1032844, 1044918, 1048438, 1048899, 1066051, 1066339, 1067816]"
23,1036098,"[1001365, 1004622, 1014439, 1021435, 1023543, 1024055, 1030064, 1030144, 1032844, 1037641, 1044909, 1044918, 1044975, 1045242, 1054968, 1059461]"
24,1040303,"[1004622, 1006355, 1010402, 1014439, 1016024, 1023480, 1023543, 1024055, 1032844, 1044918, 1044975, 1048116, 1054968, 1059461, 1060230]"
25,1041706,"[1002651, 1003838, 1004622, 1014497, 1015768, 1016024, 1023543, 1025903, 1026784, 1027436, 1027490, 1035122, 1045811, 1046611, 1047585, 1048899, 1052381, 1066339]"
26,1041893,"[1003838, 1004622, 1016024, 1025903, 1026784, 1027490, 1035122, 1045811, 1052381, 1066339]"
27,1043131,"[1002651, 1006631, 1014497, 1017423, 1024055, 1027490, 1035122, 1035794, 1046611, 1047171, 1049392, 1054968, 1057786, 1059461, 1059877]"
