1,1064980,76.84822187285664,55.59632506980983,97,1
1,1097748,58.800495923866,41.100010450627,97,2
1,1081371,41.22880446817261,50.46516036936998,53,1
1,1036292,22.861821766009196,27.451271332023694,52,1
1,1003521,60.49632395489348,29.703334870600045,52,1
1,1081347,17.633334102049695,54.852211062798,8,2
1,1044506,73.59743378243495,86.95228348818785,81,1
1,1003545,28.98709218678446,5.089720767539607,5,1
1,1077255,83.43239230206663,8.043696626681793,10,1
1,1060873,36.09923954274297,24.577899368229804,48,1
1,1032213,87.83357093469249,40.85838413130258,69,1
1,1007636,33.98815631171024,11.988509567545735,38,1
1,1032211,34.1754726008751,66.22660526651318,33,1
1,1028112,54.96172851190598,48.91861559098686,85,1
1,1007662,61.70935879623659,58.269545389617825,47,6
1,1040430,43.19668043282366,14.276898847612053,12,1
1,1040425,72.83174640368726,43.326389458997106,65,3
1,1073207,90.1996688275023,70.387781729705,31,1
1,1060919,18.45457143772287,29.718498030086984,87,1
1,1011751,26.803509488011194,15.958327338095978,2,1
1,1081404,57.74271822886231,55.41309582771392,63,1
1,1089598,87.07524931872017,88.14311845977453,12,14
1,1060927,93.39206648629624,82.99781370629204,61,1
1,1089568,10.366999939098154,38.73042337449745,76,1
1,1093664,81.29956772323584,86.472020560628,13,1
1,1044537,91.48370742885321,45.63739338012576,40,1
1,1024055,1.349458778894018,84.68084397626814,59,106
1,1036336,43.47190010405171,50.188798963052946,5,1
1,1024077,27.8363761690245,5.778641939449713,44,1
1,1024071,7.882722219899954,42.13043222123972,2,1
1,1044547,35.106038937615345,28.968794955834156,33,1
1,1081412,68.13287037985715,67.8484030416581,85,1
1,1024085,73.22616088011925,28.104004802205683,11,1
1,1081418,88.59902049254337,20.584913686333863,56,9
1,1011793,77.70233191030201,64.21489027056387,97,1
1,1069135,6.813636359361253,90.59867789248356,2,1
1,1011820,12.249499729876916,27.534242143891245,24,1
1,1003627,56.76348908828033,87.14737880087976,28,1
1,1081462,9.607525057587473,64.06794815652263,21,1
1,1020007,60.000761699369455,66.67784037263978,37,1
1,1060984,15.985317120442488,56.224901267073434,94,1
1,1011814,33.526826519453095,71.4709174054695,83,1
1,1036385,13.16960648586958,18.790291698991,73,1
1,1052768,75.70014091282259,95.38708416151958,64,1
1,1011836,24.713629073095067,80.36824895396896,13,1
1,1065059,72.04439382092357,67.77513002465395,69,1
1,1015931,64.21386309118421,39.06684686536997,4,1
1,1056871,78.88706074831444,40.09430489159666,92,1
1,1052778,48.28261818477024,52.37957602095607,54,1
1,1044593,62.10873352227597,51.09296472157055,56,1
1,1048721,40.53199481515447,3.370632009858754,62,1
1,1065105,31.39765734618755,24.91372871467157,14,1
1,1020045,88.19576626502095,81.32260539835984,38,6
1,1073302,81.53024354956027,32.327334505291375,80,1
1,1097878,71.32079086995529,66.02671075258874,87,1
1,1089690,91.16417666696744,49.6895686690386,94,1
1,1093791,79.90166502467969,37.09823432734426,65,1
1,1024159,4.7943079838784435,41.10180880798232,38,1
1,1007775,98.8280625708944,14.380049391093856,90,1
1,1097860,22.438238357078035,22.331675091090787,15,1
1,1024155,52.61882019292605,68.1293303690203,30,1
1,1073288,49.22503839154702,28.87868550531606,82,1
1,1020052,25.550073752337735,19.172616681017168,68,2
1,1081484,51.3792775162993,97.4280978104795,1,1
1,1003664,4.4767257624934835,18.13834942557938,49,1
1,1081487,12.858242858764065,50.144648816873385,38,1
1,1069232,60.53003607956525,0.607764435182967,27,6
1,1089712,15.950525043015995,85.66498624344729,8,1
1,1020079,64.32853026966336,66.63519001277739,69,1
1,1032364,88.62939629846419,11.734141317519775,11,1
1,1028262,30.892726623566823,75.3648616732082,30,1
1,1015972,5.829558461354489,35.83050441554699,72,1
1,1065147,73.79549193128665,29.46132388180196,21,1
1,1048763,61.43494452632893,54.74332937621394,29,1
